phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target
9430943,http://loggs-mu.vercel.app/,http://www.phishtank.com/phish_detail.php?phish_id=9430943,2026-05-21T23:01:58+00:00,yes,2026-05-22T00:05:34+00:00,yes,Other
9482067,https://djdjdjjdjdjdjdjdjjdkrkrkrhannmaiiilllkrkrkrkr.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9482067,2026-07-17T04:55:14+00:00,yes,2026-07-18T06:12:31+00:00,yes,Other
9375705,http://web3ledgerhub.com,http://www.phishtank.com/phish_detail.php?phish_id=9375705,2026-03-25T20:37:43+00:00,yes,2026-03-25T21:12:28+00:00,yes,Other
9290322,https://l.wl.co/l?u=https://qr-codes.io/4t17YM,http://www.phishtank.com/phish_detail.php?phish_id=9290322,2025-12-14T16:53:02+00:00,yes,2025-12-14T17:02:51+00:00,yes,Other
9475621,http://pas58-et3-gl8-cji0-rh2-21n5.pages.dev/,http://www.phishtank.com/phish_detail.php?phish_id=9475621,2026-07-11T20:37:13+00:00,yes,2026-07-11T21:22:47+00:00,yes,Other
9335725,https://qrco.de/bgbesj,http://www.phishtank.com/phish_detail.php?phish_id=9335725,2026-02-07T00:55:42+00:00,yes,2026-02-07T01:12:10+00:00,yes,Other
9400693,http://allegrolokalnie.aukcja216402.cfd,http://www.phishtank.com/phish_detail.php?phish_id=9400693,2026-04-22T07:39:45+00:00,yes,2026-04-22T08:41:46+00:00,yes,Allegro
8449673,https://autoservis-sindrak.com/login.php,http://www.phishtank.com/phish_detail.php?phish_id=8449673,2024-02-12T09:38:23+00:00,yes,2024-02-12T10:22:58+00:00,yes,Other
9316595,https://l.ead.me/bgZYSw,http://www.phishtank.com/phish_detail.php?phish_id=9316595,2026-01-21T11:06:32+00:00,yes,2026-01-21T11:21:41+00:00,yes,Other
9457784,http://allegro.kategorie-4838849.xyz,http://www.phishtank.com/phish_detail.php?phish_id=9457784,2026-06-19T17:39:25+00:00,yes,2026-06-19T17:52:13+00:00,yes,Allegro
8759878,https://chiphi-app.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8759878,2024-09-14T01:36:21+00:00,yes,2024-09-14T01:53:04+00:00,yes,Other
8307075,https://new.express.adobe.com/webpage/VWqYNZlJ8Ctug,http://www.phishtank.com/phish_detail.php?phish_id=8307075,2023-09-21T11:51:52+00:00,yes,2023-09-21T12:52:48+00:00,yes,Other
9335636,https://qrco.de/bgbYT3,http://www.phishtank.com/phish_detail.php?phish_id=9335636,2026-02-07T00:47:50+00:00,yes,2026-02-07T01:03:17+00:00,yes,Other
8357577,https://new.express.adobe.com/webpage/U0m7HRu2bNTGq,http://www.phishtank.com/phish_detail.php?phish_id=8357577,2023-11-08T09:57:19+00:00,yes,2023-11-08T10:04:52+00:00,yes,Other
9455212,http://www.gov-parkingrq.shop/com/,http://www.phishtank.com/phish_detail.php?phish_id=9455212,2026-06-16T20:31:02+00:00,yes,2026-06-16T20:52:42+00:00,yes,Other
9480164,https://secure-page-editor--successfulot9.replit.app/,http://www.phishtank.com/phish_detail.php?phish_id=9480164,2026-07-15T14:08:47+00:00,yes,2026-07-15T14:22:43+00:00,yes,Other
9425341,http://verifasoli.webcindario.com/,http://www.phishtank.com/phish_detail.php?phish_id=9425341,2026-05-15T17:41:23+00:00,yes,2026-05-15T18:03:20+00:00,yes,Other
8905490,https://sites.google.com/view/attmailserver3838/home,http://www.phishtank.com/phish_detail.php?phish_id=8905490,2024-12-17T13:31:32+00:00,yes,2024-12-17T14:03:02+00:00,yes,Other
9192138,https://us6.campaign-archive.com/?u=0a7f87eb39e4bc431c0cd891d&id=dadb874d07,http://www.phishtank.com/phish_detail.php?phish_id=9192138,2025-08-23T08:20:27+00:00,yes,2025-08-23T08:32:08+00:00,yes,Other
9442433,https://weekly-methods-093713.framer.app/,http://www.phishtank.com/phish_detail.php?phish_id=9442433,2026-06-03T07:14:40+00:00,yes,2026-06-03T07:22:21+00:00,yes,Other
8142324,https://hergzomei.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8142324,2023-05-10T04:08:40+00:00,yes,2023-05-10T04:12:51+00:00,yes,Other
9022307,https://regg0d-gand45ts.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9022307,2025-03-16T12:47:35+00:00,yes,2025-03-16T12:52:19+00:00,yes,Other
8319882,https://docs.google.com/presentation/d/e/2PACX-1vTUh5YxWqZR2e2JWIuiYojlVbmnm84FcOY85iO1dSlQ8Qgm3Tr4n8kMYKFoC3NcpdhDDFuh7Fjh8JCZ/pub?start=false&amp;loop=false&amp;delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=8319882,2023-10-04T14:34:43+00:00,yes,2023-10-04T15:33:51+00:00,yes,Other
9228980,https://docs.google.com/forms/d/e/1FAIpQLSeBS45IDhaxjoABcBoIsDZFf67GOeXPsdbX9THqybCFWjN0kA/viewform?usp=send_form,http://www.phishtank.com/phish_detail.php?phish_id=9228980,2025-10-03T00:13:12+00:00,yes,2025-10-03T00:42:26+00:00,yes,Other
8705111,https://l.ead.me/bfIS5g,http://www.phishtank.com/phish_detail.php?phish_id=8705111,2024-08-10T22:25:24+00:00,yes,2024-08-10T22:33:25+00:00,yes,Other
8709610,https://q-r.to/bfImKO,http://www.phishtank.com/phish_detail.php?phish_id=8709610,2024-08-13T20:04:00+00:00,yes,2024-08-13T20:33:06+00:00,yes,Other
9482906,https://usps.us-tcpyj.life/,http://www.phishtank.com/phish_detail.php?phish_id=9482906,2026-07-18T14:43:49+00:00,yes,2026-07-22T00:05:24+00:00,yes,Other
9475361,https://telstraauthhh.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9475361,2026-07-11T18:28:20+00:00,yes,2026-07-11T18:52:38+00:00,yes,Other
9435609,https://gmzuhtshsqpd.com/NJmfEdbHmP4/,http://www.phishtank.com/phish_detail.php?phish_id=9435609,2026-05-27T14:28:29+00:00,yes,2026-05-27T14:34:56+00:00,yes,Other
8611045,https://www.dropbox.com/scl/fi/8htypgftc860l217w5nnl/Kindly-update-your-ATT-Support-to-avoid-email-shutdown-permanently.paper?rlkey=qfsyb8e6gziwtcy8d385qqrmg&dl=0,http://www.phishtank.com/phish_detail.php?phish_id=8611045,2024-06-11T12:51:49+00:00,yes,2024-06-11T13:04:29+00:00,yes,Other
8603498,http://pub-699e84f217f5423c837b00ebdb05ca69.r2.dev/oiuytrt.html,http://www.phishtank.com/phish_detail.php?phish_id=8603498,2024-06-06T00:01:02+00:00,yes,2024-06-06T01:10:24+00:00,yes,Other
9446696,https://pionix.wixstudio.com/en-us,http://www.phishtank.com/phish_detail.php?phish_id=9446696,2026-06-08T00:45:04+00:00,yes,2026-06-08T00:52:28+00:00,yes,Other
9343499,https://qrco.de/bgbfsM,http://www.phishtank.com/phish_detail.php?phish_id=9343499,2026-02-13T03:12:25+00:00,yes,2026-02-13T03:52:32+00:00,yes,Other
8087482,https://predovicpathbuzz.myportfolio.com/,http://www.phishtank.com/phish_detail.php?phish_id=8087482,2023-03-23T03:04:03+00:00,yes,2023-03-23T03:16:41+00:00,yes,Other
9440595,https://capri.hub848245.pro/captcha.php,http://www.phishtank.com/phish_detail.php?phish_id=9440595,2026-06-01T13:01:15+00:00,yes,2026-06-01T13:22:33+00:00,yes,Other
9462958,https://bac-caospan.com,http://www.phishtank.com/phish_detail.php?phish_id=9462958,2026-06-25T23:41:57+00:00,yes,2026-06-25T23:52:30+00:00,yes,Other
8130955,https://kskyzvrcwbfx.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8130955,2023-04-28T02:22:36+00:00,yes,2023-04-28T02:25:49+00:00,yes,Other
9333067,https://irsamc--ups--tlse--fr.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9333067,2026-02-04T23:58:27+00:00,yes,2026-02-05T00:03:30+00:00,yes,Other
9415124,https://haliyikamanur.hazirsitem.com/f6c8wp/i/index.php,http://www.phishtank.com/phish_detail.php?phish_id=9415124,2026-05-04T15:47:48+00:00,yes,2026-05-04T15:52:27+00:00,yes,WeTransfer
9320044,https://l.ead.me/bgZqzH,http://www.phishtank.com/phish_detail.php?phish_id=9320044,2026-01-24T11:27:39+00:00,yes,2026-01-24T12:12:07+00:00,yes,Other
8286390,https://new.express.adobe.com/webpage/2xQunYBbMHaIS,http://www.phishtank.com/phish_detail.php?phish_id=8286390,2023-09-05T16:06:30+00:00,yes,2023-09-06T16:22:10+00:00,yes,Other
9451031,https://proodbtemailauthibttcrm.framer.website/,http://www.phishtank.com/phish_detail.php?phish_id=9451031,2026-06-12T11:08:43+00:00,yes,2026-06-12T11:22:37+00:00,yes,Other
9444577,https://g12f2tg.ink/s1fauty4/mT77dQ/4zdjji,http://www.phishtank.com/phish_detail.php?phish_id=9444577,2026-06-05T11:39:31+00:00,yes,2026-06-05T11:52:36+00:00,yes,Other
9458794,https://svnbancolombia.vercel.app/virtual/negocios/registro-negocio.htm,http://www.phishtank.com/phish_detail.php?phish_id=9458794,2026-06-21T00:40:41+00:00,yes,2026-06-21T00:52:45+00:00,yes,Other
8640027,https://pub-cd7d0032e5e044d1b0e18365a77c282f.r2.dev/denc-kr.html,http://www.phishtank.com/phish_detail.php?phish_id=8640027,2024-07-03T22:24:56+00:00,yes,2024-07-03T22:33:38+00:00,yes,Other
8687897,https://www.dropbox.com/scl/fi/s8y7a8r0y8mug8ybfsqeu/British-Telecom.paper?rlkey=ho00ho3vg6lz3s20f5b6gdsn5&dl=0,http://www.phishtank.com/phish_detail.php?phish_id=8687897,2024-07-31T11:18:09+00:00,yes,2024-07-31T11:23:05+00:00,yes,Other
8561471,https://ajiwnastafdo.com/,http://www.phishtank.com/phish_detail.php?phish_id=8561471,2024-05-02T18:31:01+00:00,yes,2024-05-02T18:33:22+00:00,yes,Other
7938588,https://caseid100523456345345345.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7938588,2022-11-12T20:23:15+00:00,yes,2022-11-12T20:43:17+00:00,yes,Other
