url,submission_time,target,label
https://ireflou32.firebaseapp.com/,2024-07-04T12:14:36+00:00,Other,1
https://micro-it.ru/musictest,,,0
https://www.fotocasa.es/es/,,,0
https://saya.pk/account,,,0
https://www.sfu.ca/main/dashboard/faculty-staff.html,,,0
https://email-facturation-prime.com/?token=4e2edfcc,2026-06-12T14:08:09+00:00,Amazon.com,1
https://www.theartnewspaper.com/keywords/art-market,,,0
https://startapps-ldegercdn.wixstudio.com/us-en,2026-06-27T12:03:18+00:00,Other,1
https://bradesco.ajudanetempresas.pro/inicio,2026-04-21T02:47:11+00:00,Other,1
https://www.nic.cz/page/351/,,,0
https://gid.ru/,,,0
https://spbu.ru/openuniversity/documents,,,0
https://netempresas-gerenciarconta.digital/,2026-07-03T21:53:24+00:00,Other,1
https://www.memcached.org/files/memcached-1.6.45.tar.gz,,,0
https://www.thomann.de/intl/index.html,,,0
https://gmxew.weebly.com/,2025-03-26T00:42:29+00:00,Other,1
http://begin.entrezor.com,2025-05-28T22:54:24+00:00,Other,1
https://www.smore.com/smore-pricing-back-to-school-2026/,,,0
https://www.bfmtv.com/environnement/climat/direct-canicule-80-departements-en-vigilance-orange-meteo-france-prevoit-des-temperatures-maximales-jusqu-a-40-c-cet-apres-midi_LN-202608130031.html,,,0
https://porezna-uprava-4b978.web.app/,2023-01-31T03:43:27+00:00,Other,1
https://seattle.gov/pay-or-apply,,,0
https://www.nationalarchives.gov.uk/whats-on/,,,0
https://us2.campaign-archive.com/?e=7c262c7663&u=c1e16267038965aeba6040c87&id=2e5388b99c,2025-08-12T13:23:21+00:00,Other,1
https://moje.cert.pl/komunikaty/,,,0
https://www.34sp.com/developers/,,,0
https://secure.myoptusbillpay.com/my-account-login/,2026-05-15T01:09:52+00:00,Optus,1
https://enlaces-pages.wixstudio.com/start,2026-07-11T00:07:09+00:00,Other,1
https://tinyurl.com/bytydgezrrf,2025-09-18T03:53:47+00:00,Other,1
https://amu.edu.pl/,,,0
https://www.1und1.net/kunden-werben,,,0
https://expansive-desktop-096389.framer.app/,2026-05-18T15:04:59+00:00,Other,1
https://docs.google.com/presentation/d/e/2PACX-1vR15ZHu9vaY6uv0gW25Ua1L_HsNzv0J9v55mmbI94fY93f2pGPwUtdJBhCCcwpbYpwZaNgtbthcsZEJ/pub,2025-08-09T14:51:33+00:00,Other,1
https://www.desmoinesregister.com/sports/,,,0
https://die.net/,,,0
https://www.zdf.de/suche,,,0
https://docs.google.com/forms/d/e/1FAIpQLSe8GxXN34JPFjstTvcJUvl-j6w0pPA5JqARB0epz0YA73BWSw/viewform?fbzx=-5822774219386285645,2023-08-04T15:18:13+00:00,Internal Revenue Service,1
https://www.uni-bonn.de/de/startseite,,,0
https://comunicadto0.webcindario.com/,2023-10-19T15:18:12+00:00,Other,1
https://quip.com/templates,,,0
https://www.premierleague.com/en/,,,0
https://ex0dusapp.wixstudio.com/en-us,2026-07-22T13:53:20+00:00,Other,1
https://indd.adobe.com/view/dee27d79-7995-4885-a9a4-16d3d55c6cd7,2024-01-24T13:42:46+00:00,Other,1
https://qrco.de/bfCw1e,2024-07-09T23:14:47+00:00,Other,1
https://huntertheory.weebly.com/exodus-eden-wallet-download.html,2026-04-30T04:25:34+00:00,Other,1
https://www.n-able.com/company,,,0
https://ledgrecdn-starttus.wixstudio.com:443/enus,2026-07-04T00:05:07+00:00,Other,1
https://www.bing.com/ck/a?!&&p=79d555ba720c0554b52f54bf7451c7b60dca695b0d06d982099faa9b91395c1aJmltdHM9MTc0OTI1NDQwMA&ptn=3&ver=2&hsh=4&fclid=1c55f1f2-8175-6199-294d-e59f80b5604d&u=a1aHR0cHM6Ly93d3cuZnVuZGFjYW9pbnRlcmFydGl2ZS5vcmcvZ3VpZGUv44OP44O844OI&ntb=1,2025-06-09T13:48:24+00:00,Internal Revenue Service,1
https://eventscentral.co.za/unaimed/declarator,2025-12-05T13:21:53+00:00,Other,1
https://www.innovid.com/platform/ad-authoring,,,0
https://share-eu1.hsforms.com/1ocZkhmQzSdav4XJT6VxkDw2fepk5,2025-09-20T12:55:04+00:00,Other,1
https://ledgger--liveen.wixstudio.com/login,2026-07-07T20:28:02+00:00,Other,1
https://iskur.gov.tr/,,,0
http://lv0t-tby31-mfhh-usf-38i4.pages.dev/,2026-07-14T21:29:59+00:00,Other,1
https://l.ead.me/bgcIrR,2026-02-16T03:27:42+00:00,Other,1
https://sites.google.com/view/serviceprodown/,2023-11-27T16:55:52+00:00,Other,1
https://www.fotomac.com.tr/video-haber/fenerbahce,,,0
https://ameblo.jp/chunta-2011/,,,0
https://ridewithvia.com/webinar/intel-from-the-hill?hsLang=en,,,0
https://www.scopely.com/en/life-at-scopely,,,0
https://smbc-cardindex.nxjias.com/newsinvestor-jp/,2026-06-14T02:16:41+00:00,Other,1
https://www.ironman.com/races,,,0
https://l.ead.me/bgZxiR,2026-01-24T10:46:04+00:00,Other,1
https://tx.easf.cam/,2026-05-02T22:24:25+00:00,Other,1
https://sumpogaes.firebaseapp.com/,2022-12-31T00:55:45+00:00,Other,1
https://site-3e12wkami.godaddysites.com/,2026-07-14T15:30:01+00:00,Other,1
https://docs.google.com/presentation/d/e/2PACX-1vTl9klg2FPV_EeUoruan0vbn_LSpxDk5lalY7frmbyZcNV-IaPVuGTj8XMJQdVFTSvkILZb2G4l0DUD/pub?start=false&loop=false&delayms=3000&slide=id.p,2024-07-09T19:56:26+00:00,Other,1
https://ufpr.br/,,,0
https://national-lottery.co.uk/,,,0
https://leafy-gnome-e7d08c.netlify.app/,2026-06-11T07:42:55+00:00,Other,1
https://docs.google.com/presentation/d/e/2PACX-1vTaWj7DcHv08zDzaryXbQNxWuE94PaC_fVJ8gpxuyhdloSkWGJm0HlL7kondDqFNGyCcIFSokx_tC7s/pub?start=true&amp;loop=true&amp;delayms=60000&amp;slide=id.p,2023-11-03T21:03:43+00:00,Other,1
https://drive.google.com/file/d/1UUoltqWAjCxhi940mH65TVepNpL5RS6i/view?usp=sharing,2025-04-15T19:06:29+00:00,Internal Revenue Service,1
https://parklogic.com/Registrars,,,0
https://acadeu.com/caracteristicas,,,0
https://docs.google.com/presentation/d/e/2PACX-1vQj3cxrXaHWviyOnrAMNMr1OpcD4uRKM4SWXLNAFSP9jd9mx06JN6HctcjBtoeY9ARiJWi7Q0O3tpxP/pub?start=false&loop=false&delayms=3000&slide=id.p,2024-07-23T22:41:23+00:00,Other,1
http://sucurvpan360-production.up.railway.app,2026-06-29T03:44:26+00:00,Other,1
https://illinois.edu/community/visit-illinois/,,,0
http://faceit-verification-clubs.com,2026-06-05T11:15:00+00:00,Other,1
https://politiken.dk/medielogin/login,,,0
https://stepp10-98e14.web.app/,2022-08-17T01:09:01+00:00,Other,1
https://uci.edu/academics/index.php,,,0
https://docs.google.com/presentation/d/e/2PACX-1vTxZUczgwypIud1HQRcpcon82cJkmy7UU9NXmRqCa_gUfIRiqX72DPrBfBfIusaLZFbEbNzUMQFgPbr/pub?start=false&amp;loop=false&amp;delayms=3000,2024-07-31T18:23:08+00:00,Other,1
https://www.bradesco.atualizacaopj.net/login.php?hash=14998623426a2fc43ee19c74.51516888,2026-06-18T13:43:11+00:00,Other,1
https://betterstack.com/status-page,,,0
https://weezevent.com/fr/weezaccess/controle-acces/,,,0
https://us22.campaign-archive.com/?u=7e2461ba252c7e1abfa5f693f&id=0c25444931,2025-09-18T08:38:34+00:00,Other,1
https://taggstar.com/us/,,,0
https://www.inquirer.com/sports/,,,0
https://forgejo.org/docs/latest/,,,0
https://gautamandgautam-byizfzvunb.edgeone.dev/file,2026-03-31T21:21:49+00:00,Other,1
https://q-r.to/bfNwTr,2024-09-12T04:47:12+00:00,Other,1
https://www.heap.io/compare,,,0
https://london.gov.uk/,,,0
https://did.li/4Tvx5,2025-06-07T20:24:27+00:00,Other,1
https://amp.dev/about/websites/,,,0
https://pub-48856b16d6504b139bdb76997cd8c881.r2.dev/878728918938924829838043209401.html,2024-06-03T21:44:00+00:00,Other,1
https://www.movavi.com/it/,,,0
https://pub-abcca9777258427fb3f4612eedb70b3f.r2.dev/blob%20%283%29.html,2024-11-23T01:01:17+00:00,Other,1
https://www.klaviyo.com/uk,,,0
https://cloudpayments.ru/blog/,,,0
https://qrco.de/bgcHJ6,2026-02-13T03:11:56+00:00,Other,1
https://re-register-user-login.firebaseapp.com/,2024-01-06T19:44:40+00:00,Other,1
https://www.usembassy.gov/angola/,,,0
http://portaldocliente.terra.paginas.store,2023-04-05T13:38:47+00:00,Other,1
https://billing.digitalpacific.com.au/cart.php?a=checkout,,,0
https://new.express.adobe.com/webpage/qCUXSpVtTHcn4,2023-11-22T10:01:17+00:00,Other,1
https://www.eurogamer.net/all-bubbly-basin-habitats-pokemon-pokopia,,,0
https://www.squarespace.com/templates/get-started,,,0
https://etherfidexresolve.pages.dev/,2026-06-29T03:22:44+00:00,Other,1
https://get.buzz/cannabis/,,,0
https://www.java.com/en/download/help/whatis_java.html,,,0
https://biblehub.com/articles/,,,0
https://www.apple.com/us/shop/goto/store,,,0
https://www.mozilla.org/en-US/,,,0
https://transmit.live/,,,0
https://pi.zebra.com/idp/startSSO.ping?PartnerSpId=prod-www.zebra.com&PREFERRED_LANGUAGE=en-GB,,,0
https://www.stripes.com/veterans/,,,0
https://git-scm.com/about,,,0
https://mozdev.org/,,,0
https://q-r.to/bfE5vD,2024-07-15T03:26:13+00:00,Other,1
https://www.huffpost.com/news/us-news,,,0
https://manage-unauthorised-payee.web.app/,2023-10-22T20:18:56+00:00,Other,1
https://investors.thewaltdisneycompany.com/financials/quarterly-results/default.aspx,,,0
http://allegro-lokalnie.8851885152.click/,2026-07-12T01:32:54+00:00,Allegro,1
https://ledge-startlive.wixstudio.com/live,2026-06-30T00:11:06+00:00,Other,1
https://www.docsend.com/letschat,,,0
https://www.airwallex.com/global,,,0
https://ee-account-repayment.web.app/,2024-01-24T20:20:33+00:00,Other,1
https://clientes.nic.cl/registrar/agregarUsuario.do,,,0
https://www.investor.gov/follow-us,,,0
https://t.co/TKuqxBcLbX,2025-05-19T18:51:01+00:00,Other,1
https://bafkreig4vnpyifrq76ruguk5rzjv3cbfdu7mnlkqxqtwmydpqmbqdzbyjy.ipfs.w3s.link/,2024-07-20T23:40:48+00:00,Other,1
https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,,,0
https://l.ead.me/bfRPDT,2024-10-01T15:49:19+00:00,Other,1
https://pub-3c1c9165bb9c4a87820418ea5debe3d7.r2.dev/playnet.html,2023-11-08T04:12:01+00:00,Other,1
https://asociate-o-matic.com/service/confirm/,2026-05-14T14:41:08+00:00,Other,1
https://www.ms.gov/government/services,,,0
https://3494960.ukit.me/,2024-03-04T17:20:21+00:00,Other,1
https://mnedkdflfdmcfk.weebly.com/,2025-03-14T05:44:59+00:00,Other,1
https://mt-e0a64.web.app/,2022-08-02T20:32:43+00:00,Other,1
https://energydevice.shop/r.php?t=c&amp;d=22247&amp;l=1258&amp;c=109919,2026-07-06T06:59:42+00:00,Other,1
https://docs.google.com/presentation/d/e/2PACX-1vQ5NluMC7LW5l8FbYTp3PkYQJ9gyHAVyWi1BwhHXPfN16P45fack3DCbNQKAVjJDPMnFd6CEgDEn9Kq/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,2023-11-30T19:04:05+00:00,Other,1
https://l.ead.me/bfJvwf,2024-08-21T00:30:59+00:00,Other,1
https://www.marketplace.org/make-a-smart-investment,,,0
https://l.wl.co/l?u=https://qr-codes.io/vqJjF0,2025-12-21T02:10:51+00:00,Other,1
https://www.fotocasa.es/es/user/alerts,,,0
https://savesyrianow.com,2026-06-09T16:04:54+00:00,Other,1
https://www.airship.com/platform/fine-tune-with-experimentation/,,,0
https://q-r.to/bfJMvy,2024-08-18T18:57:09+00:00,Other,1
http://www.gov-parkingqp.cyou/com/,2026-05-29T04:00:24+00:00,Other,1
https://l.ead.me/bfRBbB,2024-09-28T19:40:04+00:00,Other,1
https://proxmox.com/de/,,,0
https://docs.google.com/presentation/d/e/2PACX-1vR6CRKL4kK-lRaTmESd2LJi37CCKGcdvFZKySc-KHbHwAUm-2-gn8yemI7zba5yRR-mVJYS67Rsvb1a/pub?start=false&amp;loop=false&amp;delayms=3000,2024-10-10T18:22:12+00:00,Other,1
https://www.sgs.com/en/contact-form,,,0
https://scanned.page/p/p4WBWK,2026-06-18T13:30:54+00:00,Other,1
https://new.express.adobe.com/webpage/HMTGDjCNQ5fnZ,2023-09-27T15:58:43+00:00,Other,1
https://humorous-stack-874003.framer.app/,2026-06-21T21:37:10+00:00,Other,1
https://ome.tv/why-ometv/,,,0
https://jurislam.com/wp-content/plugins/,2026-02-09T12:36:03+00:00,Other,1
https://www.aktien-global.de/top-aktien/commerzbank/commerzbankdaswarzuviel-2881/,2023-06-09T11:00:20+00:00,Other,1
https://l.ead.me/bfJmX2,2024-08-19T19:25:37+00:00,Other,1
https://www.authsso.productoselbosque.com/,2026-03-30T17:02:43+00:00,Other,1
https://bit.ly/3xWuvAV,2024-07-15T03:44:06+00:00,Other,1
https://airliquide.com/,,,0
https://www.clearme.com/tsa-precheck,,,0
https://www.f6s.com/privacy-policy,,,0
https://allegro-lokalnie.smart-23059238.cfd/,2026-05-18T11:50:24+00:00,Allegro,1
https://www.charitynavigator.org/profile/donation-subscriptions,,,0
https://www.auswaertiges-amt.de/de/leichte-sprache,,,0
https://letfixeditforgood.weebly.com/,2026-02-11T05:02:00+00:00,Other,1
https://www.serpro.gov.br/en/switchLanguage?set_language=en,,,0
https://www.media.net/advertiser,,,0
https://micro-it.ru/radiostatistika,,,0
https://l.ead.me/bfTGZy,2024-10-11T17:10:08+00:00,Other,1
https://dorzeczy.pl/swiat,,,0
https://grnet.gr/organisational_structure/,,,0
https://qrco.de/bgbXWU,2026-02-11T18:58:10+00:00,Other,1
https://www.fanniemae.com/about-us/who-we-are/employee-code-conduct,,,0
https://eqhvb-48ffe.firebaseapp.com/,2024-11-24T17:16:17+00:00,Other,1
https://cdn-suiteapps.wixstudio.com:443/us-en,2026-06-12T00:29:52+00:00,Other,1
https://www.dynatrace.com/try-free/,,,0
https://macpaw.com/support,,,0
https://www.rockauto.com/help/?page=5,,,0
https://qrco.de/bfOdbS,2024-09-16T18:12:54+00:00,Other,1
https://www.lightspeedhq.com/pos/retail/cbd-pos/,,,0
http://allegrolokalnie.okazje-na-lato-2026-p47org.sbs,2026-05-15T02:53:07+00:00,Allegro,1
https://q-r.to/bgbv3s,2026-02-10T00:23:45+00:00,Other,1
https://ujios.github.io/2025/,2025-02-09T08:43:04+00:00,Other,1
https://gegen-hartz.de/,,,0
https://qureka.com/Privacy_Policy.html,,,0
https://www.squarespace.com/preise,,,0
https://dfdsnfhshfsdhgfyehsdfhdsfs-7478.twil.io/ghdgdge.html,2026-02-19T12:30:12+00:00,Other,1
https://bit.ly/3ys41Yl,2024-08-06T17:34:23+00:00,Other,1
https://proofpoint.com/,,,0
https://www.jmu.edu/index.shtml,,,0
http://allegrolokalnie.hsj284je93.lol,2026-04-28T13:56:10+00:00,Allegro,1
https://www.opb.org/about/,,,0
https://startcdn-ledgr.wixstudio.com/start,2026-06-20T06:57:32+00:00,Other,1
https://speitssc.org/assets/dashboard/img/events/index.html,2023-02-08T03:19:14+00:00,Other,1
https://getmodsapk.com/faq,,,0
https://starts-io-trexirocdn.wixstudio.com/us-en,2026-06-03T07:44:30+00:00,Other,1
https://flipboard.com/topic/news,,,0
https://beyourself.start.page/,2023-05-16T12:08:12+00:00,Facebook,1
https://www.kongregate.com/es?set_locale=true,,,0
https://sense.com/homes/,,,0
https://tinyurl.com/3d2sn8vn,2026-07-11T20:53:06+00:00,Other,1
https://www.rainews.it/sport,,,0
https://staseraintv.com/ieri_index.html,,,0
https://babblingwithbrooke.com/css,2024-03-26T04:30:27+00:00,Other,1
https://alwyasyoureverwlse0nllne.weebly.com/,2026-06-20T16:50:13+00:00,Other,1
https://bit.ly/4cRzrGj,2024-06-26T14:39:44+00:00,Other,1
https://qrco.de/bfJXrS,2024-08-16T20:46:50+00:00,Other,1
https://sbb.rs/o-kompaniji/,,,0
https://csbim-connect.web.app/,2025-10-25T10:22:09+00:00,Other,1
https://ing.com/about-us/ing-in-your-area,,,0
https://new.express.adobe.com/webpage/sUxkfptF2v60o,2023-11-27T22:11:00+00:00,Other,1
https://maps.google.rs/url?q=https://dfugklkiglknfxcchvjhvjhvj.b-cdn.net/&sa=D&sntz=1&usg=AOvVaw3yWNCTO8KGFo_DyPgETJXh#?245903099534r7src1onos=anVnZW5kc2NodXR6QGluZm8uZ214Lm5ldA=,2026-02-06T13:28:47+00:00,Other,1
https://www.truenas.com/m-series/,,,0
https://www.pirelli.com/global/en-ww/homepage/,,,0
https://loppytoonn.com/truyen/doa-hoa-la-moi-nhu,,,0
https://polarcommwebmail.weebly.com/,2025-07-22T22:22:04+00:00,Other,1
https://4gamer.net/,,,0
https://www.playok.com/en/tournaments/,,,0
https://toki-gov-tr-19.vercel.app/,2026-06-25T22:44:39+00:00,Other,1
http://q-r.to/bf5b00?bradesco.com.br,2024-05-29T16:11:01+00:00,Other,1
https://www.sussex.ac.uk/about/website/privacy-and-cookies,,,0
https://appsledgerlive.wixstudio.com/us-en,2026-07-22T06:31:00+00:00,Other,1
https://ku12329.com/,2026-07-11T02:39:32+00:00,Other,1
https://pub-85820c1667b14503b7cb0351e50eb2c5.r2.dev/index.html,2025-08-16T08:38:56+00:00,Other,1
https://bit.ly/3yKYLzj,2024-08-28T22:06:48+00:00,Other,1
https://unicorn.inc/about/,,,0
https://docs.google.com/presentation/d/e/2PACX-1vT5ntWCPMuI1HkSlpPa2WVXSUtB6YT9bR5EdRBxigy7gHraL0vxPWcTokx_vEVQcT9XUYrdv7ZCBcUP/pub?start=false&amp;loop=false&amp;delayms=3000,2024-05-08T14:12:42+00:00,Other,1
https://pixelcut.ai/,,,0
https://baccredomatlic.com/,2026-03-12T01:01:49+00:00,Other,1
https://ivjwpjd.bqsawm.cn/yual_login_exp/getuug/,2026-04-10T08:40:09+00:00,Other,1
https://docs.google.com/spreadsheets/d/1jP9mrWBS1PItohrr6q1vhDnQRwTgy_hroExnqluz7mw,2024-10-29T13:48:41+00:00,Other,1
https://muumuu-domain.com/,,,0
https://carleton.ca/about/,,,0
https://lsu.edu/admission/index.php,,,0
https://docs.google.com/presentation/d/e/2PACX-1vRCbaQ2uWSN90WucJiqBwNcPHpWDxy2FrHRJAfWcYdWN0NhMMR8rlncJY0r81Aoo9aI-2iQZ34XoCh4/pub?start=false&amp;loop=false&amp;delayms=3000,2024-11-06T18:49:44+00:00,Other,1
http://www.pcn-notictz.top/com/,2026-05-21T22:48:54+00:00,Other,1
https://www.anu.edu.au/maps,,,0
https://daangn.com/kr/buy-sell/s/?search=%EB%85%B8%ED%8A%B8%EB%B6%81,,,0
https://gotyme1.github.io/Leal-Birball-Chand/,2026-05-21T03:13:25+00:00,Other,1
https://abc100129649142326123541.start.page/,2023-08-24T14:31:53+00:00,Facebook,1
https://pantip.com/,,,0
https://pragmaticplay.com/,,,0
https://credito-pichinchaecuador1.lovable.app/,2026-03-09T18:46:37+00:00,Other,1
https://financialoconpichincha-web.infy.click?i=1,2026-06-24T04:42:45+00:00,Other,1
https://marketing.qiniu.com/activity/2026spring?entry=index-nav,,,0
https://docs.google.com/presentation/d/e/2PACX-1vSD8NPt9Y6q7Hm7a_X9vhb3_21yPR73u5xXiihZQ7aoB5vv9dQarvdoLo2tpasA_ZS358fJzUpX8esB/pub?start=false&amp;loop=false&amp;delayms=3000,2024-08-09T19:37:45+00:00,Other,1
https://secure-web-editor--microsoft-ok.replit.app/,2026-07-13T19:57:38+00:00,Other,1
https://rgilf.thespeedyway.com/#BB,2026-04-13T07:38:51+00:00,Other,1
https://bafkreiebrn3w76euwywy263uarg5l7cgom2se2gmfhzr75o4gnigqiokkm.ipfs.dweb.link/,2025-08-14T10:15:02+00:00,Other,1
https://appbridge-trezoor.wixstudio.com/bridge-en,2026-06-03T07:34:31+00:00,Other,1
https://www.homepage-baukasten.de/forum/,,,0
https://clickbank-pro.firebaseapp.com/,2024-11-10T12:12:18+00:00,Other,1
https://beromerdbuin.weebly.com/,2025-11-07T20:37:44+00:00,Other,1
https://llantasdelpacifico.co.cr/.tmb/dhl_panel/details.php?lang=fi,2026-02-17T22:42:20+00:00,Other,1
https://www.metanet.ch/de,,,0
https://lalamasa.net/account/,,,0
https://t.ly/PpoAc,2026-07-16T17:24:41+00:00,Internal Revenue Service,1
https://xtime.com/solutions/invite/,,,0
https://www.flashscore.pe/noticias/,,,0
https://huma-finance.wixstudio.com/huma-finance/,2026-06-16T00:07:08+00:00,Other,1
https://docs.google.com/presentation/d/e/2PACX-1vS7LsCIU1I3PKcpUYdWoOhzumf0dOwUsmDaMq0G6N9ef3oR-twNVXHzCivnxvhvaKJNXPQBzsmAVqUx/pub?start=false&amp;loop=false&amp;delayms=3000,2023-10-24T19:01:15+00:00,Other,1
https://sattaking-ghaziabad.com/delhi-bazar-satta-king-result-chart.php,,,0
https://www.1blu.de/webhosting/,,,0
https://svt.se/,,,0
https://greatest-to-least.firebaseapp.com/,2024-09-14T01:27:47+00:00,Other,1
https://jamesolalakon.wixsite.com/my-site-1,2026-06-26T01:30:21+00:00,Other,1
https://ovo.id/about,,,0
https://bit.ly/4fgSdIs,2024-11-07T21:08:35+00:00,Other,1
https://www.corriere.it/le-serie-del-corriere/,,,0
https://suport-microsof.webcindario.com/prcess/,2024-03-15T23:26:08+00:00,Other,1
https://www.cope.es/programas,,,0
https://q-r.to/bfMSZx,2024-09-04T23:30:22+00:00,Other,1
https://qrco.de/bgbuJ8,2026-02-11T19:06:43+00:00,Other,1
http://customs-ciscomeraki-systems.pages.dev,2026-05-01T09:30:25+00:00,Other,1
https://mansfrancoise.wixsite.com/my-site,2023-10-17T08:47:58+00:00,Other,1
https://av-th.io/av-subthai/uncensored/,,,0
https://loginacstrasbourgfrdpprofileo1cauthorize1executione1s22.weebly.com/,2026-01-27T09:44:47+00:00,Other,1
https://www.sbb.rs/paketi/net-tv-plus/,,,0
https://most-serzl89.shop/sansev/?tid=1783683898807,2026-07-10T18:46:52+00:00,Other,1
https://homepage-trexor-suit.wixstudio.com/enus,2026-05-30T06:35:23+00:00,Other,1
https://adscale.de/,,,0
https://bunkr.cr/auth,,,0
https://isimplelab.ru/isimplemessagegate/,,,0
https://webflow.com/feature/edit-content,,,0
https://www.flowcode.com/page/jdjhd,2023-10-16T07:55:39+00:00,Other,1
https://t.co/QB2rWWYwUF,2024-12-04T20:53:49+00:00,Netflix,1
https://muglagurme.com/plalawebfile/Sites/index.html,2025-11-25T02:55:22+00:00,Other,1
https://tabor.ru/,,,0
https://41a095.share-na2.hsforms.com/2M1n8MrlnRM2rLYKcJaxnpA,2025-10-02T10:42:37+00:00,Other,1
https://iculonqbq.web.app/,2024-09-29T12:27:09+00:00,Other,1
https://www.news24.com/multimedia/podcasts,,,0
